"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"KZ8GTP9A","journalArticle","2015","Miaoui, Yosra; Boudriga, Noureddine; Abaoub, Ezzeddine","Economics of Privacy: A Model for Protecting Against Cyber Data Disclosure Attacks","The Third Information Systems International Conference 2015","","1877-0509","10.1016/j.procs.2015.12.165","https://www.sciencedirect.com/science/article/pii/S1877050915036261","The majority of research works on the the economics of data privacy are not suitable for firms that outsource their business operations. In particular, the computation of security investment does not consider the bilateral security risk, and the used threat models do not consider the particular aspects of privacy threats and attacks, which show the use of multiple steps to thief and misuse the information, and depend on the type of the stolen information and its lifetime. We provide in this work an economic security investment model, allowing firms, which outsource their IT business functions, to determine their optimal security investment and the related residual risk. In this work, threats on data privacy are modeled considering the particular aspects of privacy attacks. A numerical analysis is conducted to analyze the impact of the quality of detection and reaction to privacy breaches, on optimal investment and residual risk. The analysis shows that the amount of optimal investment depends on the minimal time period to detect a security breach, the ability of the customer firm to react to such an attack as quickly as possible, and also on the type of threat on private data. In particular it has been shown that for threats related to private information theft, the customer firm can take advantage from the delay in detecting attacks at the outsourcing provider side. Moreover, it should not also put a lot of security investment effort in reducing the reaction time to these privacy attacks. In the contrary, for threats related to privacy exploitation by self-propagating malware, the customer firm has not to contact with an outsourcing company which is not committed to report an attack occurrence within a short delay, and should not to put a lot of security investment effort in reducing the reaction time to these attacks.","2015-01-01","2024-03-10 16:18:19","2024-03-10 16:20:19","","569-579","","","72","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","economics of privacy; optimal security investment; Outsourcing; privacy threats modeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L69D6N2L","journalArticle","2015","Latiff, Zulkifli Abd.; Safiee, Nur Ayuni Safira","New Business Set Up for Branding Strategies on Social Media – Instagram","The Third Information Systems International Conference 2015","","1877-0509","10.1016/j.procs.2015.12.100","https://www.sciencedirect.com/science/article/pii/S1877050915035619","This study focuses on branding of home-based businesses that were set up on Instagram. With the advent of smartphone, Instagram as a Social Networking Site has been gaining popularity and the medium of choice for aspiring business owners. However there has been little research done regarding the businesses that were set up on Instagram especially research that focus on branding strategies. It's fascinating to note that businesses on Instagram are still pretty much under the radar even though it generates sales equivalent to a proper e-commerce business. This study sought to investigate and explore this phenomenon and understand how the business owners strategized their brand positioning. Qualitative research of in-depth interview has been undertaken with three respondents that are business owners themselves and the finding showed that Instagram is the best and current platform for aspiring business owners to start their business before deciding to venture offline. Three types of businesses were chosen with current followers of more than 10,000 and as this research was done, all three business owners had already make plan for offline expansion. This proves that as a Social Networking Site, Instagram plays an important role in shaping the way home-based business craft impactful strategies, as good branding is essential from the beginning to cut through the clutter of many businesses that are available on Instagram.","2015-01-01","2024-03-10 16:18:19","2024-03-10 16:20:41","","13-23","","","72","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","brand positioning; branding; home-based business; Instagram; social media","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLHGFLQH","journalArticle","2015","Utamima, Amalia; Pradina, K. Renny; Dini, Nisa Setya; Studiawan, Hudan","Distribution Route Optimization of Gallon Water Using Genetic Algorithm and Tabu Search","The Third Information Systems International Conference 2015","","1877-0509","10.1016/j.procs.2015.12.132","https://www.sciencedirect.com/science/article/pii/S1877050915035930","Distributions of drinking water in gallons often do not pay attention to the problem of finding the most optimal route, thus causing inefficiency in the cost of shipping. To minimize incurred costs, it is necessary to minimize vehicle fleet and amount of travel distance, with the restriction that the vehicle must have sufficient capacity to transport the goods to be shipped and return it back to the depots. This problem could be framed as a Vehicle Routing Problem with pick-up and delivery (VRPPD). In this paper, we propose a method to optimize delivery route in a drinking water depot by combining genetic algorithm (GA) and Tabu search. GA has advantages by providing possible solutions while Tabu covers up its shortfall in identifying local solutions so that searching will able to avoid loop in the area of the same solution. Experimental results show that the proposed method is more efficient than a manually predetermined route.","2015-01-01","2024-03-10 16:18:19","2024-03-10 16:20:18","","503-510","","","72","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","gallon water; genetic algorithm; pick-up and delivery; tabu search; vehicle routing problem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JEB5Y2N","journalArticle","2015","Mitsuhara, Hiroyuki; Inoue, Takehisa; Yamaguchi, Kenji; Takechi, Yasuichi; Morimoto, Mari; Iwaka, Kazuhisa; Kozuki, Yasunori; Shishibori, Masami","Web-based System for Designing Game-based Evacuation Drills","The Third Information Systems International Conference 2015","","1877-0509","10.1016/j.procs.2015.12.141","https://www.sciencedirect.com/science/article/pii/S1877050915036029","A game-based evacuation drill (GBED) using the program Real-World Edutainment is effective disaster education. For the successful GBED, an evacuation scenario and digital materials are important. We are developing a web-based system to design GBEDs through community survey, digital material creation and evacuation scenario composition. This system works with a standard web browser and allows a wide range of people to participate in the GBED design process through simple operations.","2015-01-01","2024-03-10 16:18:19","2024-03-10 16:21:05","","277-284","","","72","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","digital material; disaster education; evacuation scenario; Game-based evacuation drill; web-based system","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JDKN3RCF","journalArticle","2015","Mohammed, M.A.; Maroof, E.Y.; Thamer, Ali.; Huda, I.","What are the Electronic Information Sharing Factors that Influence the Participation Behavior in Higher Education Sector?","The Third Information Systems International Conference 2015","","1877-0509","10.1016/j.procs.2015.12.104","https://www.sciencedirect.com/science/article/pii/S1877050915035656","Electronic information sharing is a key to effective sharing the public sector's information by using technologies. Most of the electronic information sharing studies did not focus on effect of the participation behaviour of employees. Therefore, this study is conducted to investigate the factors of electronic information sharing that influence the participation behaviour bases on theories and previous studies. Understanding of these factors can increase the information sharing among the employees in higher education sector. Thirteen domains of factors that are discovered in this study are benefits, risk, social network, Information stewardship, information quality, trust, privacy, reciprocity, complexity, expected rewards and associations and perceived effort. This paper proposes electronic information sharing factors in public sector to increase the participation.","2015-01-01","2024-03-10 16:18:20","2024-03-10 16:21:06","","49-58","","","72","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","influence factors; information sharing; participation behavior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JCFZMYPW","journalArticle","2015","Buja, Alya Geogiana; Latip, Shekh Faisal Abdul","The Direction of Lightweight Ciphers in Mobile Big Data Computing","The Third Information Systems International Conference 2015","","1877-0509","10.1016/j.procs.2015.12.128","https://www.sciencedirect.com/science/article/pii/S1877050915035899","It is too fast. The advances of the computing technology are moving very fast and far from the era of gigantic machine. This advanced technology offers easy, fast and wide range of computing activities particularly users who want to use the Internet, regardless of time and place. In addition, this advanced technology can also connect more communication tool. At the same time, greater storage platform is also available as mobile computing cloud computing architecture adopted to carry out computer activities. However, the larger the network which is connected to a computer, the more susceptible the computer to the outside threats. Indirectly, the communication system and the information stored in the computer are also exposed. Therefore, in this paper, we has discussed on the evolution of the computing which begin with the distributed system until recent computing technology which we called Mobile Big Data Computing. Besides, in this paper, we define the term Mobile Big Data Computing. Our discussion focuses on the information security aspects for the security of storage and transmitted data. Ultimately, this paper discusses the direction of the lightweight cipher design consideration towards Mobile Big Data Computing.","2015-01-01","2024-03-10 16:18:20","2024-03-10 16:20:51","","469-476","","","72","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Big Data Computing; Cipher; Cloud Computing; Lightweight; Mobile Computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHK7CGWE","journalArticle","2015","Santosa, Budi","Multiclass Classification with Cross Entropy-Support Vector Machines","The Third Information Systems International Conference 2015","","1877-0509","10.1016/j.procs.2015.12.149","https://www.sciencedirect.com/science/article/pii/S1877050915036108","In this paper, an important sampling method – Cross Entropy method is presented to deal with solving support vector machines (SVM) problem for multiclass classification cases. The use of this method is intended to accelarate the process of finding solution without sacrificing its quality. Using one-against-rest (OAR) and one-against-one (OAO) approaches, several binary SVM classifiers are constructed and combined to solve multiclass classification problems. For each binary SVM classifier, the cross entropy method is applied to solve dual SVM problem to find the optimal or at least near optimal solution, in the feature space through kernel map. For the meantime only RBF kernel function is investigated intensively. Experiments were done on four real world data sets. The results show one-against-rest produces better results than one-against-one in terms of computing time and generalization error. In addition, applying cross entropy method on multiclass SVM produces comparable results to the standard quadratic programming SVM in terms of generalization error.","2015-01-01","2024-03-10 16:18:20","2024-03-10 16:20:39","","345-352","","","72","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","classification; cross entropy; multiclass; one against one; one against rest; Support Vector Machines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QP9M28ZT","journalArticle","2015","Handoko, Bambang Leo; Aryanto, Rudy; So, Idris Gautama","The Impact of Enterprise Resources System and Supply Chain Practices on Competitive Advantage and Firm Performance: Case of Indonesian Companies","The Third Information Systems International Conference 2015","","1877-0509","10.1016/j.procs.2015.12.112","https://www.sciencedirect.com/science/article/pii/S1877050915035735","Enterprise resource planning (ERP) is the core of business information processing. ERP becomes one of the most important factor in business, regardless various core of business (financial, human resources, marketing, operations). Supply chain management (SCM) looks beyond the individual company, taking into account that enterprises are increasingly concentrating on their core competencies, leaving other activities to suppliers. ERP System helps companies to achieve it's competitive advantages by enhancing information flow of process through connected functional system between supplier, manufacture, distributor, even up to end user. The research was carried out for 148 Indonesia Companies’ executives. Hypotheses was tested using multiple regression path analysis. All the constructs or questions of this research were processed quantitatively using Serqual Equation Modelling (SEM). The results indicated that SCM practices has positive impact on competitive advantage (β = .56, p <.05). SCM practices has positive impact on firm performance (β = .58, p<.05). ERP systems is positively related to competitive advantage (β = .68, p>.50). ERP system has positive impact on firm performance (β = .54, p < .05). Finally, that competitive advantage positively affect the firm performance (β = .64, p > .05).","2015-01-01","2024-03-10 16:18:21","2024-03-10 16:20:53","","122-128","","","72","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Enterprise resource planning; supply chain management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KLSMW94S","journalArticle","2015","Sensuse, Dana Indra; Cahyaningsih, Elin; Wibowo, Wahyu Catur","Identifying Knowledge Management Process of Indonesian Government Human Capital Management Using Analytical Hierarchy Process and Pearson Correlation Analysis","The Third Information Systems International Conference 2015","","1877-0509","10.1016/j.procs.2015.12.136","https://www.sciencedirect.com/science/article/pii/S1877050915035978","Knowledge management (KM) as set of activities to create organizational competitive advantages which is enhanced organizational objectives through innovation and organizational services using organizational knowledge. These activities of KM are well known as KM process that consists of discovering, capturing, sharing and application process. This research determines KM process in Indonesian government human capital management that organized with three government institution. Survey is conducted by distributing questionnaire in three government ministries (MENPAN, LAN, BKN). Analytical hierarchy process and Pearson correlation analysis are used for data analysis. Result of this study shown that all process and sub process are important, verifying and validating KM process was conducted by expert judgment. The KM process proposed using Pearson Correlation analysis was appointed as KM process for government human capital management. Current knowledge management process represents in some sub processes such as socialization, externalization, and routines. While, future knowledge management sub process which should be enhanced are combination, internalization, socialization and routines.","2015-01-01","2024-03-10 16:18:21","2024-03-10 16:20:26","","233-243","","","72","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","application; capture; combination; discovery; externalization; internalization; knowledge management; knowledge management process; sharing; socialization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E5QMTVB9","journalArticle","2015","Romli, Rohaida; Sulaiman, Shahida; Zamli, Kamal Zuhairi","Improving Automated Programming Assessments: User Experience Evaluation Using FaSt-generator","The Third Information Systems International Conference 2015","","1877-0509","10.1016/j.procs.2015.12.120","https://www.sciencedirect.com/science/article/pii/S1877050915035814","Automatic Programming Assessment (APA) has been known as a method used to automatically mark and grade students’ programming solutions. In order to realise APA as a tangible deliverable, a number of automated tools which are called Automated Programming Assessment Systems (APAS) have been developed and tested for decades. Basically, the need for decreasing the load of work among lecturers, timely feedback to students and accuracy on the grading results are the common reasons that motivate the need for APAS. In order to carry out a dynamic testing in APA, it is necessary to prepare an appropriate and adequate set of test data to judge the correctness quality of students’ programming solutions in terms of the aspects of functional and/or structural testing. Manual preparation of quality test data becomes a hard, time consuming, and feasible task in the practice of both software testing and APA. Thus, the generation of automated test data is highly desirable to alleviate the humans’ burden from performing repetitive tasks. This paper aims to describe the design, implementation and user experience when evaluating a tool developed to support APA as a test data generator that is called FaSt-generator. The tool plays an important role to furnish a test set that includes an adequate set of test data to execute both the functional and structural testing in APA. Results collected from the conducted user experience evaluation using FaSt-generator reveal that all the subjects had relatively positive opinions and greatly favour the criteria of User Perception and End-User Computing Satisfaction (EUCS).","2015-01-01","2024-03-10 16:18:21","2024-03-10 16:20:29","","186-193","","","72","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","automatic programming assessment; functional testing; structural testing; test data generation; user experience","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JMX6S2BW","journalArticle","2015","Nagalingam, Vanisri; Ibrahim, Roslina","User Experience of Educational Games: A Review of the Elements","The Third Information Systems International Conference 2015","","1877-0509","10.1016/j.procs.2015.12.123","https://www.sciencedirect.com/science/article/pii/S187705091503584X","Over the recent years, the study on User Experience (UX) have been an area of discussion among Human Computer Interaction (HCI) researchers. User Experience is a branch of HCI which focus on interaction between products and users thus in the era of growing digital games, UX plays an important part in identifying the appropriate or suitable variable in order to evaluate the UX design. This study explore about the UX elements for the purpose of evaluation and design of educational games (EG). EG have captivated most students with the idea of mixing fun with learning. A good framework of UX for educational game will help EG designer to evaluate the UX of their games in order to ensure that they have produced the effective game. Therefore, it is essential to identify the suitable elements in order to model the right UX framework for educational games.","2015-01-01","2024-03-10 16:18:21","2024-03-10 16:21:00","","423-433","","","72","","Procedia Computer Science","","","","","","","","","","","","","","","","","","","","Educational games; Human Computer Interaction; User Experience","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
